Title,Link,Remote Testing,Adaptive/IRT,Duration (In Minutes),Test Keys,ID,Test Type,text_for_embedding
DSI v1.1 Interpretation Report,https://www.shl.com/solutions/products/product-catalog/view/dsi-v1-1-interpretation-report/,Yes,No,,P,100,Personality,"DSI v1.1 Interpretation Report - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Econometrics (New),https://www.shl.com/solutions/products/product-catalog/view/econometrics-new/,Yes,No,11.0,K,101,Knowledge,"Econometrics (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
Economics (New),https://www.shl.com/solutions/products/product-catalog/view/economics-new/,Yes,No,13.0,K,102,Knowledge,"Economics (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
Electrical and Electronics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electrical-and-electronics-engineering-new/,Yes,No,14.0,K,103,Knowledge,"Electrical and Electronics Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 14.0 mins."
Electrical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electrical-engineering-new/,Yes,No,8.0,K,104,Knowledge,"Electrical Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Electronics & Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,Yes,No,15.0,K,105,Knowledge,"Electronics & Telecommunications Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 15.0 mins."
Electronics and Embedded Systems Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,Yes,No,18.0,K,106,Knowledge,"Electronics and Embedded Systems Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 18.0 mins."
Electronics and Semiconductor Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,Yes,No,7.0,K,107,Knowledge,"Electronics and Semiconductor Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
English Comprehension (New),https://www.shl.com/solutions/products/product-catalog/view/english-comprehension-new/,Yes,No,,K,108,Knowledge,"English Comprehension (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: nan mins."
Enterprise Java Beans (New),https://www.shl.com/solutions/products/product-catalog/view/enterprise-java-beans-new/,Yes,No,4.0,K,109,Knowledge,"Enterprise Java Beans (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 4.0 mins."
Enterprise Leadership Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/enterprise-leadership-report/,Yes,No,,P,110,Personality,"Enterprise Leadership Report 1.0 - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Enterprise Leadership Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/enterprise-leadership-report-2-0/,Yes,No,,P,111,Personality,"Enterprise Leadership Report 2.0 - Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
Entry Level Cashier Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-cashier-solution/,Yes,No,19.0,"C, P",112,"Cognitive, Personality","Entry Level Cashier Solution - Cognitive, Personality. Remote: Yes, Adaptive: No, Duration: 19.0 mins."
Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,Yes,No,19.0,"P, C",113,"Personality, Cognitive","Entry Level Customer Serv-Retail & Contact Center - Personality, Cognitive. Remote: Yes, Adaptive: No, Duration: 19.0 mins."
Entry Level Customer Service (General) Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-customer-service-general-solution/,Yes,No,14.0,"C, P",114,"Cognitive, Personality","Entry Level Customer Service (General) Solution - Cognitive, Personality. Remote: Yes, Adaptive: No, Duration: 14.0 mins."
Entry Level Hotel Front Desk Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-hotel-front-desk-solution/,Yes,No,20.0,"C, P",115,"Cognitive, Personality","Entry Level Hotel Front Desk Solution - Cognitive, Personality. Remote: Yes, Adaptive: No, Duration: 20.0 mins."
Entry Level Sales Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-solution/,Yes,No,20.0,"C, P",116,"Cognitive, Personality","Entry Level Sales Solution - Cognitive, Personality. Remote: Yes, Adaptive: No, Duration: 20.0 mins."
Entry Level Technical Support Solution,https://www.shl.com/solutions/products/product-catalog/view/entry-level-technical-support-solution/,Yes,No,18.0,"P, C",117,"Personality, Cognitive","Entry Level Technical Support Solution - Personality, Cognitive. Remote: Yes, Adaptive: No, Duration: 18.0 mins."
ETL Testing (New),https://www.shl.com/solutions/products/product-catalog/view/etl-testing-new/,Yes,No,9.0,K,118,Knowledge,"ETL Testing (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
Executive Scenarios,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios/,Yes,No,,B,119,Behavior,"Executive Scenarios - Behavior. Remote: Yes, Adaptive: No, Duration: nan mins."
Executive Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios-narrative-report/,Yes,No,,B,120,Behavior,"Executive Scenarios Narrative Report - Behavior. Remote: Yes, Adaptive: No, Duration: nan mins."
Executive Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/executive-scenarios-profile-report/,Yes,No,,B,121,Behavior,"Executive Scenarios Profile Report - Behavior. Remote: Yes, Adaptive: No, Duration: nan mins."
ExpressJS (New),https://www.shl.com/solutions/products/product-catalog/view/expressjs-new/,Yes,No,7.0,K,122,Knowledge,"ExpressJS (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Filing - Names (R1),https://www.shl.com/solutions/products/product-catalog/view/filing-names-r1/,Yes,No,3.0,K,123,Knowledge,"Filing - Names (R1) - Knowledge. Remote: Yes, Adaptive: No, Duration: 3.0 mins."
Filing - Numbers,https://www.shl.com/solutions/products/product-catalog/view/filing-numbers/,Yes,No,3.0,K,124,Knowledge,"Filing - Numbers - Knowledge. Remote: Yes, Adaptive: No, Duration: 3.0 mins."
Financial Accounting (New),https://www.shl.com/solutions/products/product-catalog/view/financial-accounting-new/,Yes,No,9.0,K,125,Knowledge,"Financial Accounting (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
Financial and Banking Services (New),https://www.shl.com/solutions/products/product-catalog/view/financial-and-banking-services-new/,Yes,No,9.0,K,126,Knowledge,"Financial and Banking Services (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
Fire Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/fire-engineering-new/,Yes,No,10.0,K,127,Knowledge,"Fire Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Following Instructions v1 - UK (R1),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-uk-r1/,Yes,No,8.0,K,128,Knowledge,"Following Instructions v1 - UK (R1) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Following Instructions v1 - US (R2),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-us-r2/,Yes,No,8.0,K,129,Knowledge,"Following Instructions v1 - US (R2) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Food and Beverage Services (New),https://www.shl.com/solutions/products/product-catalog/view/food-and-beverage-services-new/,Yes,No,7.0,K,130,Knowledge,"Food and Beverage Services (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Food Science (New),https://www.shl.com/solutions/products/product-catalog/view/food-science-new/,Yes,No,6.0,K,131,Knowledge,"Food Science (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 6.0 mins."
Front Office Management (New),https://www.shl.com/solutions/products/product-catalog/view/front-office-management-new/,Yes,No,7.0,K,132,Knowledge,"Front Office Management (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
Fundamentals of Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-chemistry-new/,Yes,No,8.0,K,133,Knowledge,"Fundamentals of Chemistry (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
Fundamentals of Physics (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-physics-new/,Yes,No,8.0,K,134,Knowledge,"Fundamentals of Physics (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
General Diseases (New),https://www.shl.com/solutions/products/product-catalog/view/general-diseases-new/,Yes,No,5.0,K,135,Knowledge,"General Diseases (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
Geoinformatics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoinformatics-engineering-new/,Yes,No,10.0,K,136,Knowledge,"Geoinformatics Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Geoscience Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoscience-engineering-new/,Yes,No,8.0,K,137,Knowledge,"Geoscience Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
GIT (New),https://www.shl.com/solutions/products/product-catalog/view/git-new/,Yes,No,13.0,K,138,Knowledge,"GIT (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
Global Skills Assessment,https://www.shl.com/solutions/products/product-catalog/view/global-skills-assessment/,Yes,No,16.0,"C, K",139,"Cognitive, Knowledge","Global Skills Assessment - Cognitive, Knowledge. Remote: Yes, Adaptive: No, Duration: 16.0 mins."
Graduate Scenarios,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios/,Yes,No,,B,140,Behavior,"Graduate Scenarios - Behavior. Remote: Yes, Adaptive: No, Duration: nan mins."
Graduate Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-narrative-report/,Yes,No,,B,141,Behavior,"Graduate Scenarios Narrative Report - Behavior. Remote: Yes, Adaptive: No, Duration: nan mins."
Graduate Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-profile-report/,Yes,No,,B,142,Behavior,"Graduate Scenarios Profile Report - Behavior. Remote: Yes, Adaptive: No, Duration: nan mins."
Hibernate (New),https://www.shl.com/solutions/products/product-catalog/view/hibernate-new/,Yes,No,5.0,K,143,Knowledge,"Hibernate (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 5.0 mins."
HIPAA (Security),https://www.shl.com/solutions/products/product-catalog/view/hipaa-security/,Yes,Yes,15.0,K,144,Knowledge,"HIPAA (Security) - Knowledge. Remote: Yes, Adaptive: Yes, Duration: 15.0 mins."
HiPo Assessment Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-1-0/,Yes,No,,"C, P",145,"Cognitive, Personality","HiPo Assessment Report 1.0 - Cognitive, Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
HiPo Assessment Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-2-0/,Yes,No,,"C, P",146,"Cognitive, Personality","HiPo Assessment Report 2.0 - Cognitive, Personality. Remote: Yes, Adaptive: No, Duration: nan mins."
HiPo Unlocking Potential Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,Yes,No,,C,147,Cognitive,"HiPo Unlocking Potential Report 2.0 - Cognitive. Remote: Yes, Adaptive: No, Duration: nan mins."
Housekeeping (New),https://www.shl.com/solutions/products/product-catalog/view/housekeeping-new/,Yes,No,7.0,K,148,Knowledge,"Housekeeping (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 7.0 mins."
HTML/CSS (New),https://www.shl.com/solutions/products/product-catalog/view/htmlcss-new/,Yes,No,12.0,K,149,Knowledge,"HTML/CSS (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 12.0 mins."
HTML5 (New),https://www.shl.com/solutions/products/product-catalog/view/html5-new/,Yes,No,11.0,K,150,Knowledge,"HTML5 (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
Human Resources (New),https://www.shl.com/solutions/products/product-catalog/view/human-resources-new/,Yes,No,8.0,K,151,Knowledge,"Human Resources (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 8.0 mins."
IBM DataStage (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-datastage-new/,Yes,No,15.0,K,152,Knowledge,"IBM DataStage (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 15.0 mins."
IBM Sterling Order Management System (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-sterling-order-management-system-new/,Yes,No,13.0,K,153,Knowledge,"IBM Sterling Order Management System (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 13.0 mins."
Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/industrial-engineering-new/,Yes,No,9.0,K,154,Knowledge,"Industrial Engineering (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 9.0 mins."
Informatica (Architecture) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-architecture-new/,Yes,No,10.0,K,155,Knowledge,"Informatica (Architecture) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 10.0 mins."
Informatica (Developer) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-developer-new/,Yes,No,11.0,K,156,Knowledge,"Informatica (Developer) (New) - Knowledge. Remote: Yes, Adaptive: No, Duration: 11.0 mins."
